Hometown,lon,lat
"Fort Myers, Fla.",-81.8723084,26.640628
"Clanton, Ala.",-86.6294262,32.8387371
"Fairhope, Ala.",-87.9033261,30.5229719
"Daphne, Ala.",-87.9036047,30.6035255
"Myrtle Beach, S.C.",-78.8802094,33.6954218
"Evans, Ga.",-82.1306747,33.5337464
"Waterloo, Iowa",-92.34257749999999,42.492786
"Bay City, Texas",-95.969402,28.9827565
"Priceville, Ala.",-86.8862594,34.5188586
"Indianapolis, Ind.",-86.158068,39.768403
"Houston, Texas",-95.3698028,29.7604267
"Anderson, S.C.",-82.6501332,34.5034394
"Sacramento, Calif.",-121.4943996,38.5815719
"Rusk, Texas",-95.15022139999999,31.7960064
"Naples, Fla.",-81.7948103,26.1420358
"Huntsville, Texas",-95.55077709999999,30.7235263
"Seabrook, Texas",-95.0254839,29.56411839999999
"Needville, Texas",-95.8377297,29.3994101
"Mt. Olive, Ala.",NA,NA
"Winfield, Ala.",-87.8172457,33.928993
"Riverside, Calif.",-117.3754942,33.9806005
"Collins, Miss.",-89.5553465,31.645443
"Lynnwood, Wash.",-122.3151313,47.8209301
"Eclectic, Ala.",-86.03440789999999,32.6354093
"Duluth, Ga.",-84.1446376,34.0028786
"Dora, Ala.",-87.0902772,33.728717
"Madisonville, Ky.",-87.4988882,37.32810050000001
"Lafayette, La.",-92.0198427,30.2240897
"Hastings, New Zealand",176.8304088,-39.6302214
"Centralia, Mo.",-92.1379539,39.2103186
"Woodstock, Ga.",-84.5193754,34.1014873
"Candler, N.C.",-82.69273629999999,35.5360973
"Mechanicsburg, Pa.",-77.0080309,40.2132692
"Grayson, Ky.",-82.9485023,38.3325812
"Westbury, N.Y.",-73.5876273,40.7556561
"Long Beach, Miss.",-89.15281759999999,30.35047509999999
"Eugene, Ore.",-123.0867536,44.0520691
"Brecksville, Ohio",-81.62679039999999,41.31977630000001
"Ardmore, Ala.",-86.8396032,34.9840722
"Land O' Lakes, Fla.",-82.45759380000001,28.2188992
"Pleasant View, Tenn.",-87.03666849999999,36.3942164
"Dacula, Ga.",-83.8979573,33.9887165
"Tampa, Fla.",-82.45875269999999,27.9516896
"New Palestine, Ind.",-85.88914710000002,39.7219882
"Cordele, Ga.",-83.7823938,31.9635074
"Valencia, Calif.",-118.5627013,34.419837
"Monroe, Ohio",-84.3610458,39.4450552
"Decatur, Ga.",-84.2963123,33.7748275
"Pleasant Grove, Ala.",-86.9702714,33.4909405
"Nyon, Switzerland",6.2347852,46.3832683
"Ystad, Sweden",13.8200308,55.4295051
"Greensboro, Ala.",-87.59583959999999,32.7045753
"Johnson City, Tenn.",-82.3534727,36.313439700000004
"Kansas City,                                                                    Mo.",-94.5785667,39.0997265
"Hurtsboro, Ala.",-85.4163327,32.2418146
"Antwerp, Belgium",4.4051485,51.2213404
"Fishers, Ind.",-86.0171742,39.9568857
"Albertville, Ala.",-86.20886689999999,34.2675937
"Marietta, Ga.",-84.5499327,33.95260200000001
"Washington, D.C.",-77.0368707,38.9071923
"Theodore, Ala.",-88.17925,30.5549276
"Chester, Va.",-77.4416505,37.3568157
"Luverne, Ala.",-86.2638492,31.7165455
"High Point, N.C.",-80.0053176,35.9556923
"Mableton, Ga.",-84.5824329,33.8187167
"Lagos, Nigeria",3.3792057,6.5243793
"Tacoma, Wash.",-122.4442906,47.2528768
"Charlotte, N.C.",-80.8431267,35.2270869
"Muscle Shoals, Ala.",-87.66752919999999,34.7448112
"Devils Lake, N.D.",-98.86512019999999,48.112779
"Dallas, Texas",-96.79698789999999,32.7766642
"Richmond, Va.",-77.4360481,37.5407246
"Queens, N.Y.",-73.7948516,40.7282239
"Bronx, N.Y.",-73.8648268,40.8447819
"Omaha, Neb.",-95.9345034,41.2565369
"Chapel Hill, N.C.",-79.0558445,35.9131996
"Seabrook, S.C.",-80.7664952,32.5279652
"The Villages, Fla.",-82.0037608,28.927019
"Elgin, Ill.",-88.2825668,42.0354084
"Pittsburgh, Pa.",-79.9958864,40.44062479999999
"New Braunfels, Texas",-98.12406349999999,29.702566
"Woodbury, N.J.",-75.1526774,39.83816909999999
"Jersey City, N.J.",-74.0431435,40.7177545
"Goodrich, Texas",-94.9472634,30.6060537
"Enterprise, Ala.",-85.85521609999999,31.3151708
"Newbern, Ala.",-87.5327815,32.5931884
"Kennesaw, Ga.",-84.6154897,34.0234337
"Covington, Ga.",-83.8601827,33.5967815
"Blue Springs, Mo.",-94.2816148,39.0169509
"Baltimore, Md.",-76.6121893,39.2903848
"Mississauga, Ontario",-79.6441198,43.5890452
"Anniston, Ala.",-85.8316318,33.6598257
"Ozark, Mo.",-93.2060163,37.0208865
"Morgan City, La.",-91.20676999999999,29.6993748
"New Orleans, La.",-90.0715323,29.95106579999999
"Ellisville, Miss.",-89.1956142,31.6040538
"Garner, N.C.",-78.61417089999999,35.7112642
"Windermere, Fla.",-81.53479519999999,28.4955593
"Sao Paulo, Brazil",-46.6395571,-23.5557714
"Bay Minette, Ala.",-87.7730474,30.8829628
"Austin, Texas",-97.7430608,30.267153
"Columbus, Ga.",-84.9877094,32.4609764
"Flowery Branch, Ga.",-83.9251809,34.1851017
"Homewood, Ala.",-86.80082279999999,33.4717732
"Killen, Ala.",-87.5375253,34.8628637
"Augusta, Ga.",-82.0105148,33.4734978
"Murfreesboro, Tenn.",-86.39027,35.8456213
"Toronto, Canada",-79.3831843,43.653226
"Manchester, Ga.",-84.6199251,32.8598538
"Florence, S.C.",-79.7625625,34.1954331
"Raleigh, N.C.",-78.6381787,35.7795897
"Long Island, N.Y.",-73.13496099999999,40.789142
"Valdosta, Ga.",-83.2771957,30.8328597
"Loretto, Tenn.",-87.439742999999993,35.0778595
"Jackson, Ala.",-87.8944435,31.5090521
"East Lansing, Mich.",-84.48386540000001,42.7369792
"Detroit, Mich.",-83.0457538,42.331427
"Orlando, Fla.",-81.3789269,28.5383832
"Norcross, Ga.",-84.2137443,33.9411081
"Auburn, Ala.",-85.48078249999999,32.6098566
"Yulee, Fla.",-81.6064866,30.6319034
"Lauderdale Lakes, Fla.",-80.2083806,26.1664736
"Jacksonville, Fla.",-81.65565099999999,30.3321838
"Gainesville, Ga.",-83.8240663,34.2978794
"Rayville, La.",-91.7548473,32.4773643
"Monaca, Pa.",-80.2714505,40.6872885
"Asheville, N.C.",-82.5514869,35.5950581
"Miami, Fla.",-80.1917902,25.7616798
"Manning, S.C.",-80.2109134,33.6951627
"Allen,  Texas",-96.67055030000002,33.1031744
"Bridgeport, Ala.",-85.7144155,34.9475807
"Centreville, Ala.",-87.1386067,32.9445682
"Tuscumbia, Ala.",-87.70253,34.7312005
"Fultondale, Ala.",-86.7967857,33.6102837
"Highlands Ranch, Colo.",-104.9739333,39.5480789
"Port Sulphur, La.",-89.6939531,29.4804947
"Powder Springs, Ga.",-84.683824,33.8595491
"Murray, Utah",-111.8879909,40.6668916
"Valley Grande, Ala.",-86.9874899,32.5090233
"Sugar Land, Texas",-95.6225521,29.5984434
"Adamsville, Ala.",-86.9561059,33.6009389
"North Little Rock, Ark.",-92.2677497,34.756104
"Buford, Ga.",-84.0043513,34.1206564
"Geismar, La.",-91.00650879999999,30.2193468
"Bastrop, La.",-91.8723497,32.7562463
"Dublin, Ohio",-83.1140771,40.0992294
"Theodore,  Ala.",-88.17925,30.5549276
"Springfield, Ohio",-83.8088171,39.9242266
"Columbiana, Ala.",-86.6072054,33.1781718
"Monroeville, Ala.",-87.32470769999999,31.5279399
"Lawrenceville, Ga.",-83.9879625,33.9562149
"Southlake, Texas",-97.1341783,32.9412363
"Griffin, Ga.",-84.2640904,33.2467807
"Homestead, Fla.",-80.4775569,25.4687224
"McDonough, Ga.",-84.1468616,33.4473361
"Bakersfield, Calif.",-119.0187125,35.3732921
"Baton Rouge, La.",-91.18714659999999,30.4514677
"Ellenwood, Ga.",-84.2873662,33.609725
"Columbus, Ohio",-82.99879419999999,39.9611755
"Cincinnati, Ohio",-84.5120196,39.1031182
"Clarksdale, Miss.",-90.5709323,34.2001086
"Cockeysville, Md.",-76.6438598,39.4812172
"La Mirada, Calif.",-118.0120086,33.9172357
"West Chester, Ohio",-84.41726659999999,39.3321262
"Hyattsville, Md.",-76.9455301,38.9559442
"Riverdale, Md.",-76.9316408,38.963444
"The Woodlands, Texas",-95.46113199999999,30.1657654
"Rocky Hill, Conn.",-72.66557569999999,41.6572525
"D'Iberville, Miss.",-88.89086379999999,30.4263092
"Picayune, Miss.",-89.67950839999999,30.5254692
"Lynchburg,  Va.",-79.14224639999999,37.4137536
"Forth Worth, Texas",-97.3307658,32.7554883
"Foley, Ala.",-87.6835974,30.4065868
"Leesburg, Va.",-77.5645323,39.1154523
"Lindale, Ga.",-85.1746725,34.1867623
"York, Ala.",-88.29641830000001,32.4862491
"Frisco, Texas",-96.82361159999999,33.1506744
"Calhoun, Ga.",-84.9510542,34.502587
"Memphis,  Tenn.",-90.0489801,35.1495343
"Calera, Ala.",-86.7535975,33.1028965
"Beaumont, Texas",-94.1265562,30.080174
"Woodbridge, VA.",-77.2497049,38.6581722
"Norman, Okla.",-97.4394777,35.2225668
"Denver, Colo.",-104.990251,39.7392358
"Greenville, N.C.",-77.3663538,35.612661
"Columbia, S.C.",-81.0348144,34.0007104
"Rochelle, Ga.",-83.4562744,31.9510105
"Ocala, Fla.",-82.14009229999999,29.1871986
"Boynton Beach, Fla.",-80.0905465,26.5317866
"Wellington, Fla.",-80.2683571,26.6617635
"Letohatchee, Ala.",-86.4858058,32.129589
"Woodbury, Minn.",-92.9593797,44.9238552
"Plant City, Fla.",-82.1128641,28.0186323
"Commerce, Mich.",-83.48823469999999,42.5750853
"Springdale, Ark.",-94.13898309999999,36.1745404
"Cedar Falls, Iowa",-92.4453161,42.5348993
"Roanoke, Ala.",-85.37217079999999,33.1512313
"Cupertino, Calif.",-122.0321823,37.3229978
"Moultrie, Ga.",-83.7888387,31.1799407
"Goldsboro, N.C.",-77.9927651,35.3848841
"Bossier City, La.",-93.7321228,32.5159852
"Akron, Ala.",-87.7425105,32.8765165
"Monterrey, Mexico",-100.3161126,25.6866142
"Fort Lauderdale, Fla.",-80.13731740000001,26.1224386
"Patterson, La.",-91.3020502,29.6932641
"Corona, Calif.",-117.5664384,33.8752935
"Missouri City,                                                                Texas",-95.5377215,29.6185669
"Orange, Texas",-93.7365549,30.0929879
"Thousand Oaks, Calif.",-118.8375937,34.1705609
"Coconut Creek,                                                                Fla.",-80.17893509999999,26.2517482
"Old Bridge, N.J.",-74.307282,40.4128551
"Rosenberg, Texas",-95.80856229999999,29.5571825
"Syracuse, N.Y.",-76.14742439999999,43.0481221
"Dadeville, Ala.",-85.76356919999999,32.831238
"Richmond, Ky.",-84.2946539,37.7478572
"Elba, Ala.",-86.0677243,31.4146108
"Meridianville, Ala.",-86.57221539999999,34.8514782
"Simpsonville, S.C.",-82.25428339999999,34.7370639
"Tucson, Ariz.",-110.9741769,32.2539787
"Roswell, Ga.",-84.3615555,34.0232431
"Wetumpka, Ala.",-86.2119127,32.5437448
"Annapolis, Md.",-76.4921829,38.9784453
"Hernando, Miss.",-89.9937018,34.823987
"Gardendale, Ala.",-86.8127702,33.6601033
"Jefferson City, Mo.",-92.1735164,38.57670170000001
"Kingsland, Ga.",-81.68982609999999,30.7999563
"Gordo, Ala.",-87.9027962,33.3201178
"Kentwood, La.",-90.5089843,30.9382358
"Gaithersburg, Md.",-77.2016062,39.1439689
"Sachse, Texas",-96.5952703,32.9762327
"South Bend, Ind.",-86.25198979999999,41.6763545
"Morganton, N.C.",-81.6848188,35.7454071
"Deerfield Beach, Fla.",-80.09976569999999,26.3184123
"Tulsa, Okla.",-95.99277500000001,36.1539816
"Oneonta, Ala.",-86.472764,33.9481537
"Chelsea, Ala.",-86.6302625,33.3401108
"Alpharetta, Ga.",-84.2940899,34.0753762
"Aliceville, Ala.",-88.15141659999999,33.1295681
"Plainsboro, N.J.",-74.615308,40.3570497
"Decatur, Ala.",-86.9833417,34.6059253
"Folsom, Calif.",-121.1760583,38.6779591
"West Point, Miss.",-88.6503254,33.6076186
"Arlington, Texas",-97.10806559999999,32.735687
"San Jose, Calif.",-121.88525250000001,37.33874
"Cartersville, Ga.",-84.7999382,34.1650972
"Meridian, Miss.",-88.703656,32.3643098
"Amite, La.",-90.50898149999999,30.7265747
"Tanner, Ala.",-86.9705632,34.7314786
"Ewa Beach, Hawai'i",-158.0100917,21.3123894
"Springfield, Va.",-77.18720359999999,38.7892801
"Alexandria, La.",-92.4451371,31.3112936
"Antioch, Calif.",-121.805789,38.0049214
"Lancaster, Pa.",-76.3055144,40.0378755
"Thomasville, Ala.",-87.7358366,31.9134859
"Perry, Ga.",-83.7315723,32.4582065
"Palm Beach Gardens, Fla.",-80.1019144,26.8396096
"Waco, Texas",-97.1466695,31.549333
"Georgetown, Texas",-97.6779842,30.6332618
"Tyrone, Ga.",-84.5971524,33.4712253
"Ruston, La.",-92.63792699999999,32.5232053
"Alcoa, Tenn.",-83.9737935,35.7895271
"Huntington Beach, Calif.",-117.9988026,33.6594835
"Lexington, Ky.",-84.5037164,38.0405837
"San Francisco, Calif.",-122.4194155,37.7749295
"Flint, Texas",-95.34856350000001,32.2040437
"Wisner, La.",-91.6556799,31.9809913
"Mandeville, La.",-90.06563109999999,30.35825059999999
"Plantation, Fla.",-80.23310359999999,26.1275862
"Hollywood, Fla.",-80.1494901,26.0112014
"Reno, Nev.",-119.8142691,39.529919
"Fort Mill, S.C.",-80.94507589999999,35.0073697
"West Monroe, La.",-92.14763529999999,32.5184775
"Little Rock, Ark.",-92.2880157,34.7444618
"Salt Lake City, Utah",-111.8910474,40.7607793
"Fellsmere, Fla.",-80.6012658,27.7676707
"Slidell, La.",-89.78117449999999,30.2751945
"Seffner, Fla.",-82.27564679999999,27.9836329
"Waldorf, Md.",-76.9105483,38.6265124
"New Brockton, Ala.",-85.9293861,31.3857239
"Cary, N.C.",-78.7811169,35.79154
"Conway, S.C.",-79.0478143,33.8360034
"Lacey's Spring, Ala.",-86.590015,34.5337436
"Philadelphia, Pa.",-75.1652215,39.9525839
"Alabaster, Ala.",-86.8163773,33.2442813
"Santa Ana, Calif.",-117.867653,33.7454725
"Germantown, Md.",-77.2716502,39.1731621
"Milpitas, Calif.",-121.8995741,37.4323341
"Fort Stewart, Ga.",-81.6089873,31.8690667
"Brampton, Canada",-79.7624177,43.7315479
"Mansfield, Texas",-97.1416768,32.5631924
"Chicago, Ill.",-87.6297982,41.8781136
"Catawissa, Pa.",-76.45967,40.9520312
"Port Saint Joe, Fla.",-85.30297399999999,29.8118757
"West Point, Ga.",-85.18327459999999,32.8779056
"Burtonsville, Md.",-76.9324752,39.11121929999999
"Loganville, Ga.",-83.90073819999999,33.8389977
"Laurel, Miss.",-89.1306124,31.6940509
"Glasgow, Ky.",-85.91192149999999,36.9958839
"Sarasota, Fla.",-82.5310117,27.336465
"Saraland, Ala.",-88.07055559999999,30.820742
"Hickory, N.C.",-81.3444573,35.7344538
"Havre de Grace, Md.",-76.09161700000001,39.5492792
"Okeechobee, Fla.",-80.82978279999999,27.2439349
"Honolulu, Hawai'i",-157.85814010000001,21.3098845
"Forest Park, Ga.",-84.36909179999999,33.6220542
"Pasadena, Calif.",-118.1445155,34.1477849
"Kissimmee, Fla.",-81.4077305,28.2920578
"Lanett, Ala.",-85.1904971,32.86873910000001
"Fayetteville, Ga.",-84.4550443,33.4486296
"Hallandale, Fla.",-80.14837899999999,25.9812024
"Denton, Texas",-97.13306829999999,33.2148412
"Aledo, Texas",-97.6022471,32.6959643
"Ferriday, La.",-91.5545649,31.6301664
"Destrehan, La.",-90.3517469,29.9429828
"Hampton, Ga.",-84.2828967,33.38685170000001
"Demopolis, Ala.",-87.83640199999999,32.5176361
"Gallion, Ala.",-87.7161204,32.4968025
"Lemont, Ill.",-88.0017261,41.673642
"Columbus, Miss.",-88.4272627,33.4956744
"Gifford, Fla.",-80.40921809999999,27.6753089
"Woodway, Texas",-97.20500550000001,31.5059998
"Middlesex, N.J.",-74.4926541,40.572603
"Colleyville, Texas",-97.155012,32.8809603
"Greenwood Village, Colo.",-104.9508141,39.6172101
"Concord, N.C.",-80.579511,35.4087517
"Reform, Ala.",-88.01530079999999,33.378451
"Katy, Texas",-95.8245093,29.7857765
"Upper Marlboro, Md.",-76.74969089999999,38.8159473
"Vero Beach, Fla.",-80.39727359999999,27.6386434
"Garland, Texas",-96.63888329999999,32.912624
"Chino Hills, Calif.",-117.7325848,33.9898188
"Double Springs, Ala.",-87.40223859999999,34.1464916
"Duncanville, Texas",-96.9083366,32.6518004
"Belleville, Mich.",-83.4852133,42.2047619
"Rock Hill, S.C.",-81.02507840000001,34.9248667
"Marrero, La.",-90.1003506,29.8993723
"Mount Pleasant, S.C.",-79.82842579999999,32.8323225
"Libertyville, Ill.",-87.9531303,42.2830786
"Fairview, Tenn.",-87.674858,35.045467
"Oak Creek, Wis.",-87.8631362,42.8858503
"Fort Valley, Ga.",-83.8874084,32.5537585
"Walhalla, S.C.",-83.06404169999999,34.7648176
"Valrico, Fla.",-82.2420317,27.9462615
"Mount Macedon, Victoria AU",144.5884001,-37.399641
"Akron, Ohio",-81.51900529999999,41.0814447
"Missouri City, Texas",-95.5377215,29.6185669
"Poway, Calif.",-117.0358646,32.9628232
"Dalton, Ga.",-84.9702228,34.7698021
"Calabasas, Calif.",-118.6473801,34.1539731
"Rancho Cucamonga, Calif.",-117.5931084,34.10639889999999
"Martin, Tenn.",-88.8503379,36.3433965
"Bowie, Md.",-76.77913649999999,39.0067768
"Saint James, La.",-90.83087119999999,29.9828316
"Hartford, Ala.",-85.6968778,31.1023998
"Tyler, Texas",-95.30106239999999,32.3512601
"Eads, Tenn.",-89.64920579999999,35.2028416
"Erial, N.J.",-75.0063622,39.7733866
"Manassas, Va.",-77.47526669999999,38.7509488
"Alexandria, Va.",-77.0469214,38.8048355
"New Haven, Conn.",-72.9278835,41.308274
"Hattiesburg, Miss.",-89.29033919999999,31.3271189
"Saint Petersburg, Fla.",-82.6384451,27.7671271
"Dayton, Ohio",-84.1916069,39.7589478
"New Iberia, La.",-91.81872849999999,30.0035365
"Lyndon, Kan.",-95.684429,38.6100099
"Columbia, Miss.",-89.83542829999999,31.2524566
"Pike Road, Ala.",-86.14545249999999,32.2751421
"Foothill Ranch, Calif.",-117.6664308,33.6831832
"Hoschton, Ga.",-83.7612839,34.096496
"Quincy, Fla.",-84.59105799999999,30.5880468
"Zachary, La.",-91.1564961,30.64851909999999
"Lansing, Kan.",-94.90024129999999,39.2486126
"Owasso, Okla.",-95.8547119,36.2695388
"Longview, Texas",-94.74048909999999,32.5007037
"Homerville, Ga.",-82.74708489999999,31.0365983
"Ocean Springs, Miss.",-88.8278057,30.4113097
"Woodstock, Ontario",-80.74716509999999,43.1314966
"Lehigh Acres, Fla.",-81.6248026,26.6253497
"Norfolk, Va.",-76.28587259999999,36.8507689
"Macomb Township, Mich.",-82.92864279999999,42.6651965
"Gulf Shores, Ala.",-87.70081929999999,30.2460361
"Eufaula, Ala.",-85.1454876,31.8912717
"Russellville, Ala.",-87.7286431,34.5078726
"East Saint Louis, Ill.",-90.1506465,38.624514
"Pori, Finland",21.7974178,61.4851393
"Des Moines, Iowa",-93.6249593,41.5868353
"Scranton, Pa.",-75.66241219999999,41.408969
"Thompson's Station, Tenn.",-86.90546479999999,35.7971371
"Kansas City, Mo.",-94.5785667,39.0997265
"Sea Island, Ga.",-81.33169029999999,31.2017278
"Mountain Brook,                                                                Ala.",-86.75221069999999,33.5009384
"Dublin, Ireland",-6.2603097,53.3498053
"Wilmer, Ala.",-88.36140019999999,30.823243
"Greer, S.C.",-82.2270568,34.9387279
"Roseville, Calif.",-121.2880059,38.7521235
"Ardmore, Tenn.",-86.8571659,35.0037911
"Jackson, Miss.",-90.1848103,32.2987573
"Knoxville, Tenn.",-83.9207392,35.9606384
"Old Westbury, N.Y.",-73.5995717,40.7887113
"North Oaks, Minn.",-93.09053349999999,45.0914155
"Bowling Green, Ky.",-86.4808043,36.9685219
"Carrollton, Ga.",-85.0766113,33.5801103
"Selma, Ala.",-87.02110069999999,32.4073589
"Glenview, Ill.",-87.8223368,42.0778065
"London, England",-0.1275862,51.5072178
"Hilton Head, S.C.",-80.752608,32.216316
"Greensboro, N.C.",-79.7919754,36.0726354
"Campbellsville, Ky.",-85.3419069,37.3433974
"Bridgewater, Conn.",-73.3662305,41.5350949
"Jordanstown, Northern                                                            Ireland",-5.892553899999999,54.680508
"Princeton, Ky.",-87.8819594,37.1092162
"Angleton, Texas",-95.4318847,29.16941
"Salem, N.Y.",-73.3276101,43.1722983
"Niceville, Fla.",-86.48217199999999,30.5168639
